"Term ID","Term Name","Term Slug",Description,"Parent ID","Parent Name","Parent Slug",Count
1095,"Vente en ligne de chaussures féminines",vente-en-ligne-de-chaussures-feminines,,,,,
1097,"Bijoux artisanaux en corne",bijoux-artisanaux-en-corne,,,,,
1098,Cailloux-sur-Fontaines,cailloux-sur-fontaines,,,,,
1100,"ingénierie et conception structurelle",ingenierie-et-conception-structurelle,,,,,
1101,"Cabinet d’avocat en droit du travail et de la famille",cabinet-davocat-en-droit-du-travail-et-de-la-famille,,,,,
1102,Marseille,marseille-cabinet-davocat-en-droit-du-travail-et-de-la-famille-2,,,,,
1104,"Peinture et rénovation tous corps d’état",peinture-et-renovation-tous-corps-detat,,,,,
1105,"Création de bijoux et accessoires artisanaux",creation-de-bijoux-et-accessoires-artisanaux,,,,,
1106,Lyon,lyon-creation-de-bijoux-et-accessoires-artisanaux-2,,,,,
1109,"Vente de tapis berbères",vente-de-tapis-berberes,,,,,
1110,"Assemblage de PC gaming sur mesure",assemblage-de-pc-gaming-sur-mesure,,,,,
1111,Villers-Bretonneux,villers-bretonneux,,,,,
1113,"Revêtements sols et murs",revetements-sols-et-murs,,,,,
1115,"Cusset (Allier)",cusset-allier,,,,,
1116,"Dépannage - réparation et assistance informatique",depannage-reparation-et-assistance-informatique,,,,,
1117,"Rénovation clé en main tous corps d’état",renovation-cle-en-main-tous-corps-detat,,,,,
1118,"ingénierie environnementale et performance des bâtiments",ingenierie-environnementale-et-performance-des-batiments,,,,,
1119,"Dépannage et assistance informatique à domicile",depannage-et-assistance-informatique-a-domicile,,,,,
1120,Gradignan,gradignan,,,,,
1122,"Design d’intérieur et suivi de travaux",design-dinterieur-et-suivi-de-travaux,,,,,
1124,Ivry-sur-Seine,ivry-sur-seine,,,,,
1126,"Réparation - dépannage et vente de matériel informatique",reparation-depannage-et-vente-de-materiel-informatique,,,,,
1127,"audits énergétiques et expertises du bâtiment",audits-energetiques-et-expertises-du-batiment,,,,,
1128,Clermont-Ferrand,clermont-ferrand-reparation-et-maintenance-informatique-2,,,,,
1129,"Réparation et maintenance informatique",reparation-et-maintenance-informatique,,,,,
1130,"Conception et construction de maisons modulaires innovantes et écologiques",conception-et-construction-de-maisons-modulaires-innovantes-et-ecologiques,,,,,
1132,"pergolas et extensions de maison",pergolas-et-extensions-de-maison,,,,,
1133,"Organisateurs d’événements",organisateurs-devenements,,,,,
1134,"rénovation et design sur mesure",renovation-et-design-sur-mesure,,,,,
1136,"bardage terrasses et pergolas sur mesure",bardage-terrasses-et-pergolas-sur-mesure,,,,,
1137,"Dépannage informatique à domicile et à distance",depannage-informatique-a-domicile-et-a-distance,,,,,
1138,Limoges,limoges-depannage-informatique-a-domicile-et-a-distance-2,,,,,
1140,"Dépannage - installation et montage d’ordinateurs",depannage-installation-et-montage-dordinateurs,,,,,
1141,Maubeuge,maubeuge,,,,,
1143,Paris,paris-vente-en-ligne-darticles-culturels-audiovisuels-et-produits-derives-africains-2,,,,,
1144,"Vente en ligne d’articles culturels - audiovisuels et produits dérivés africains",vente-en-ligne-darticles-culturels-audiovisuels-et-produits-derives-africains,,,,,
1145,Bordeaux,bordeaux-reparation-et-maintenance-informatique-a-domicile-2,,,,,
1147,"Réparation et maintenance informatique à domicile",reparation-et-maintenance-informatique-a-domicile,,,,,
1148,"Accompagnement administratif - commercial et digital pour entreprises",accompagnement-administratif-commercial-et-digital-pour-entreprises,,,,,
1150,"Rénovation intérieure et aménagements",renovation-interieure-et-amenagements,,,,,
1151,"Découpe et vente de tôles sur mesure",decoupe-et-vente-de-toles-sur-mesure,,,,,
1152,"Carrelage et aménagement intérieur",carrelage-et-amenagement-interieur,,,,,
1153,"rénovation menuiserie et aménagement intérieur sur mesure",renovation-menuiserie-et-amenagement-interieur-sur-mesure,,,,,
1154,Saint-Martin-de-Crau,saint-martin-de-crau,,,,,
1155,"Création d’affiches et art mural",creation-daffiches-et-art-mural,,,,,
1157,"Lyon (Rhône)",lyon-rhone,,,,,
1159,"Rénovation intérieure et énergétique",renovation-interieure-et-energetique,,,,,
1160,"kits aquaponiques pédagogiques",kits-aquaponiques-pedagogiques,,,,,
1161,Marseille,marseille-kits-aquaponiques-pedagogiques,,,,,
1162,"– Rénovation et construction tous corps d’état",renovation-et-construction-tous-corps-detat,,,,,
1163,"Travaux de couverture et charpente et maçonnerie et menuiserie et isolation",travaux-de-couverture-et-charpente-et-maconnerie-et-menuiserie-et-isolation,,,,,
1164,"traitement du bois étanchéité et isolation des bâtiments",traitement-du-bois-etancheite-et-isolation-des-batiments,,,,,
1165,"Revêtements sols/murs",revetements-sols-murs,,,,,
1166,"Travaux d’installation d’équipements thermiques et de climatisation",travaux-dinstallation-dequipements-thermiques-et-de-climatisation,,,,,
1167,"Location de matériel et outils pour rénovation et bâtiment",location-de-materiel-et-outils-pour-renovation-et-batiment,,,,,
1168,Montauban,montauban,,,,,
1169,"Rénovation peinture",renovation-peinture,,,,,
1170,DJ,dj,,,,,
1171,"Rénovation énergétique et installation équipements thermiques",renovation-energetique-et-installation-equipements-thermiques,,,,,
1172,"construction et rénovation de maisons individuelles",construction-et-renovation-de-maisons-individuelles,,,,,
1173,"Travaux d'isolation",travaux-disolation,,,,,
1174,"Architecte d'intérieur",architecte-dinterieur,,,,,
1175,Montpellier,montpellier-magasin-de-produits-2,,,,,
1176,"Application 3D et solutions pour rénovation énergétique",application-3d-et-solutions-pour-renovation-energetique,,,,,
1177,"Images et rendus 3D pour l’architecture",images-et-rendus-3d-pour-larchitecture,,,,,
1178,"Création objets personnalisés",creation-objets-personnalises,,,,,
1179,Fleury,fleury,,,,,
1181,"Parfumerie indépendante / Vente à distance",parfumerie-independante-vente-a-distance,,,,,
1183,Crèche,creche,,,,,
1185,"Décoration végétale haut de gamme",decoration-vegetale-haut-de-gamme,,,,,
1187,"Travaux d’installation d’eau et de gaz en tous locaux",travaux-dinstallation-deau-et-de-gaz-en-tous-locaux,,,,,
1188,"Agent d’assurances (cabinet)",agent-dassurances-cabinet,,,,,
1189,Lille,lille-agent-dassurances-cabinet-2,,,,,
1192,"Travaux de fermeture fenêtres portails portes voletstores et motorisations",travaux-de-fermeture-fenetres-portails-portes-voletstores-et-motorisations,,,,,
1193,Lyon,lyon-solutions-ecologiques-emballages,,,,,
1194,"Solutions écologiques emballages",solutions-ecologiques-emballages,,,,,
1196,"Couvreur / Peinture / Rénovation",couvreur-peinture-renovation,,,,,
1197,"Développeur Shopify / apps",developpeur-shopify-apps,,,,,
1198,Lille,lille-developpeur-shopify-apps-2,,,,,
1199,"Rénovation globale et performance énergétique",renovation-globale-et-performance-energetique,,,,,
1200,Saint-Étienne,saint-etienne-renovation-globale-et-performance-energetique,,,,,
1201,Lille,lille-specialiste-crm-hubspot,,,,,
1202,"Spécialiste CRM (HubSpot)",specialiste-crm-hubspot,,,,,
1203,"Paris (Île-de-France)",paris-ile-de-france,,,,,
1204,"Pose et rénovation de parquets et revêtements de sols",pose-et-renovation-de-parquets-et-revetements-de-sols,,,,,
1205,"Espaces de coworking &amp; bureaux flexibles",espaces-de-coworking-bureaux-flexibles,,,,,
1206,Lille,lille-conseil-en-gestion-des-entreprises,,,,,
1207,"Logistique e‑commerce / Vente de trottinettes &amp; pièces",logistique-e%e2%80%91commerce-vente-de-trottinettes-pieces,,,,,
1208,Fermes,fermes,,,,,
1210,"Colmar (Haut-Rhin)",colmar-haut-rhin,,,,,
1212,"Menuiseries extérieures - fenêtres - volets et portes sur mesure",menuiseries-exterieures-fenetres-volets-et-portes-sur-mesure,,,,,
1213,"Maîtrise d'œuvre en bâtiment",maitrise-doeuvre-en-batiment,,,,,
1215,"Marchand de pièce détachées",marchand-de-piece-detachees,,,,,
1216,"– Serrurier / Dépannage / Vitrerie",serrurier-depannage-vitrerie-2,,,,,
1217,"Décorations murales en bois",decorations-murales-en-bois,,,,,
1218,Eysines,eysines,,,,,
1220,"Peinture &amp; rénovation",peinture-renovation,,,,,
1221,"Digitalisation d’espaces professionnels",digitalisation-despaces-professionnels,,,,,
1223,"Albi (Tarn)",albi-tarn,,,,,
1225,"Électricité générale - rénovation et domotique",electricite-generale-renovation-et-domotique,,,,,
1226,"professeur particulier",professeur-particulier,,,,,
1228,"Magasin de vaporiseurs",magasin-de-vaporiseurs,,,,,
1229,"Agences événementielles en ligne",agences-evenementielles-en-ligne,,,,,
1230,"Traiteur et livraison de repas faits maison",traiteur-et-livraison-de-repas-faits-maison,,,,,
1232,"Fournisseur de fenêtres PVC",fournisseur-de-fenetres-pvc,,,,,
1233,"Professeur de musique",professeur-de-musique,,,,,
1234,Jardinerie,jardinerie,,,,,
1237,"Auto-construction et conception de yourtes écologiques",auto-construction-et-conception-de-yourtes-ecologiques,,,,,
1238,Dordogne,dordogne,,,,,
1240,"Agence web / SEO / sites de classement",agence-web-seo-sites-de-classement,,,,,
1242,"Station de lavage auto (gérance) / lavage mobile",station-de-lavage-auto-gerance-lavage-mobile,,,,,
1244,psychologue,psychologue,,,,,
1245,"Miroiterie / Vitrerie / Pose sur-mesure",miroiterie-vitrerie-pose-sur-mesure,,,,,
1247,"Fabricant de luminaires",fabricant-de-luminaires,,,,,
1248,"Fleuriste / Entretien et fleurissement de sépultures",fleuriste-entretien-et-fleurissement-de-sepultures,,,,,
1249,"Couverture - zinguerie et isolation de toiture",couverture-zinguerie-et-isolation-de-toiture,,,,,
1250,"Vierzon (Cher)",vierzon-cher,,,,,
1252,"Magicien professionnel / Mentalisme / Spectacles enfants et adultes",magicien-professionnel-mentalisme-spectacles-enfants-et-adultes,,,,,
1254,"Lyon (Rhône)",lyon-rhone-plateforme-de-mise-en-relation-b2b-sous-traitance-industrielle-et-fabrication-sur-mesure-2,,,,,
1256,"Plateforme de mise en relation B2B - sous-traitance industrielle et fabrication sur mesure",plateforme-de-mise-en-relation-b2b-sous-traitance-industrielle-et-fabrication-sur-mesure,,,,,
1258,"Événementiel / Scénographie / Activations de marque",evenementiel-scenographie-activations-de-marque,,,,,
1260,"vues 3D et conseil en aménagement",vues-3d-et-conseil-en-amenagement,,,,,
1261,"Marcq-en-Barœul (Nord)",marcq-en-baroeul-nord,,,,,
1263,"Rénovation intérieure - maçonnerie et aménagement extérieur",renovation-interieure-maconnerie-et-amenagement-exterieur,,,,,
1264,"Spectacles / Animations adultes",spectacles-animations-adultes,,,,,
1265,"Coiffeurs à domicile",coiffeurs-a-domicile-2,,,,,
1266,Lille,lille-service-de-demenagement-2,,,,,
1267,"Service de déménagement",service-de-demenagement,,,,,
1268,Barbier,barbier,,,,,
1269,"Fabricant d’assaisonnement alimentaire",fabricant-dassaisonnement-alimentaire,,,,,
1270,"Esthéticienne à domicile",estheticienne-a-domicile,,,,,
1271,Dentiste,dentiste,,,,,
1272,Paris,paris-renovation-globale-amenagement-interieur-et-maitrise-doeuvre,,,,,
1273,"Rénovation globale - aménagement intérieur et maîtrise d’œuvre",renovation-globale-amenagement-interieur-et-maitrise-doeuvre,,,,,
1274,Maquilleur/maquilleuse,maquilleur-maquilleuse,,,,,
1275,"coaching déco et planches shopping",coaching-deco-et-planches-shopping,,,,,
1277,"Conseiller en sevrage tabagique",conseiller-en-sevrage-tabagique,,,,,
1278,"Styliste personnel",styliste-personnel,,,,,
1279,"décoration murale et cadeaux personnalisés",decoration-murale-et-cadeaux-personnalises,,,,,
1281,"Formation continue adultes",formation-continue-adultes,,,,,
1282,"Décoration et design d’intérieur",decoration-et-design-dinterieur,,,,,
1284,"Wedding planner",wedding-planner,,,,,
1285,"Décoration et artisanat d’intérieur",decoration-et-artisanat-dinterieur,,,,,
1286,"parfums d’intérieur⁠⁠​",parfums-dinterieur%e2%81%a0%e2%81%a0,,,,,
1287,photographe,photographe,,,,,
1288,"Décoration et aménagement d’intérieur",decoration-et-amenagement-dinterieur,,,,,
1289,Paris,paris-vente-de-vetement-2,,,,,
1290,"Vente de vêtement",vente-de-vetement,,,,,
1292,Paris,paris-vente-2,,,,,
1294,"Lingerie et Home-wear",lingerie-et-home-wear,,,,,
1295,Paris,paris-lingerie-et-home-wear-2,,,,,
1297,Pâtisserie,patisserie,,,,,
1298,Valleraugue,valleraugue,,,,,
1300,"Conception et commercialisation d’une protection en silicone",conception-et-commercialisation-dune-protection-en-silicone,,,,,
1301,Paris,paris-accompagnement-administratif-commercial-et-digital-pour-entreprises-2,,,,,
1302,"Désinsectisation / dératisation / lutte antiparasitaire",desinsectisation-deratisation-lutte-antiparasitaire,,,,,
1303,"Volets roulants sur mesure",volets-roulants-sur-mesure,,,,,
1304,"conception et vente de bijoux",conception-et-vente-de-bijoux,,,,,
1305,"Les Angles",les-angles,,,,,
1306,Paris,paris-boissons-tabac,,,,,
1307,"Magasin de cannabis",magasin-de-cannabis-3,,,,,
1308,"Dalles anti‑boue / solutions de stabilisation pour élevage et chantiers",dalles-anti%e2%80%91boue-solutions-de-stabilisation-pour-elevage-et-chantiers,,,,,
1309,"Conception et la fabrication de bijoux",conception-et-la-fabrication-de-bijoux,,,,,
1310,Toulon,toulon,,,,,
1311,"Rénovation intérieure haut de gamme",renovation-interieure-haut-de-gamme,,,,,
1312,Boutique,boutique,,,,,
1313,Paris,paris-boutique-2,,,,,
1314,Miellerie,miellerie,,,,,
1315,Paris,paris-miellerie,,,,,
1318,"Conseil en rénovation énergétique",conseil-en-renovation-energetique,,,,,
1319,Paris,paris-artisanat-dart-2,,,,,
1320,"Magasin de lingerie",magasin-de-lingerie,,,,,
1321,"Dresseur de chiens",dresseur-de-chiens,,,,,
1325,"Shoppings et Modes",shoppings-et-modes,,,,,
1326,"Magasin de luminaires",magasin-de-luminaires,,,,,
1327,"Courtier en rénovation énergétique",courtier-en-renovation-energetique,,,,,
1328,"jardinières et accessoires pour intérieur/extérieur",jardinieres-et-accessoires-pour-interieur-exterieur,,,,,
1329,"commerce en ligne",commerce-en-ligne,,,,,
1330,Paris,paris-commerce-en-ligne-2,,,,,
1331,Créhange,crehange,,,,,
1333,"Galerie d’art et boutique de décoration",galerie-dart-et-boutique-de-decoration,,,,,
1334,Bijouterie,bijouterie,,,,,
1337,"Fabricant d’alcool",fabricant-dalcool,,,,,
1339,"Vente en ligne de vases décoratifs et accessoires de décoration intérieure",vente-en-ligne-de-vases-decoratifs-et-accessoires-de-decoration-interieure,,,,,
1343,"Rénovation d’appartements",renovation-dappartements,,,,,
1344,Antiquaire,antiquaire,,,,,
1345,"Boutique en ligne dédiée à l’univers canin",boutique-en-ligne-dediee-a-lunivers-canin,,,,,
1346,Blanchisserie,blanchisserie-2,,,,,
1348,Formateur,formateur,,,,,
1351,"Rénovation appartement et maison",renovation-appartement-et-maison,,,,,
1352,"Magasin d’articles de fête",magasin-darticles-de-fete,,,,,
1353,"Accueil et le soin des animaux de compagnie",accueil-et-le-soin-des-animaux-de-compagnie,,,,,
1357,"Fermetures de l’habitat",fermetures-de-lhabitat,,,,,
1358,"Traiteur / Gestion de bars / Street food (prestations événementielles)",traiteur-gestion-de-bars-street-food-prestations-evenementielles,,,,,
1359,"Fournisseur de textile",fournisseur-de-textile,,,,,
1360,"entrepreneur spécialisé dans l’isolation",entrepreneur-specialise-dans-lisolation,,,,,
1361,Nice,nice-entrepreneur-specialise-dans-lisolation,,,,,
1363,Dépôt-vente,depot-vente,,,,,
1364,Paris,paris-vente-de-basket,,,,,
1365,"Vente de basket",vente-de-basket,,,,,
1366,"Décoration / Cadeaux / Vaisselle &amp; Objets japonais",decoration-cadeaux-vaisselle-objets-japonais,,,,,
1368,Paris,paris-vente-de-chaussure,,,,,
1369,"Vente de chaussure",vente-de-chaussure,,,,,
1371,"Magasin de vêtements vintage",magasin-de-vetements-vintage,,,,,
1373,"Décoration et aménagement de chambres d’enfants",decoration-et-amenagement-de-chambres-denfants,,,,,
1377,"Décoration et ameublement",decoration-et-ameublement,,,,,
1378,plombier,plombier,,,,,
1380,Lille,lille-formateur,,,,,
1381,Electricien,electricien,,,,,
1383,"commerce de vêtement et accessoires",commerce-de-vetement-et-accessoires,,,,,
1384,Paris,paris-commerce-de-vetement-et-accessoires-2,,,,,
1386,"Électricité et rénovation",electricite-et-renovation,,,,,
1389,"Décoration, ameublement et solutions d’aménagement",decoration-ameublement-et-solutions-damenagement,,,,,
1390,"Dresseur d'animaux de compagnie",dresseur-danimaux-de-compagnie,,,,,
1391,"Magasin d’articles spirituels",magasin-darticles-spirituels,,,,,
1393,"Mobilier design et décoration haut de gamme",mobilier-design-et-decoration-haut-de-gamme,,,,,
1394,"Cave à vin écologique / Ameublement vinicole",cave-a-vin-ecologique-ameublement-vinicole,,,,,
1400,"Formation à distance",formation-a-distance,,,,,
1402,"Produits écologiques, décoration et accessoires durables",produits-ecologiques-decoration-et-accessoires-durables,,,,,
1403,"Accompagnement des épargnants",accompagnement-des-epargnants,,,,,
1404,Paris,paris-vente-de-vetement-et-accessoires-2,,,,,
1405,"vente de vêtement et accessoires",vente-de-vetement-et-accessoires,,,,,
1406,"Développeur WooCommerce",developpeur-woocommerce,,,,,
1409,"Mobilier et décoration sur mesure",mobilier-et-decoration-sur-mesure,,,,,
1410,Paris,paris-vente-et-conception-de-bijoux,,,,,
1411,"Vente et conception de bijoux",vente-et-conception-de-bijoux,,,,,
1412,"Mobilier et décoration artisanale en bois",mobilier-et-decoration-artisanale-en-bois,,,,,
1413,"Objets de décoration et accessoires maison",objets-de-decoration-et-accessoires-maison,,,,,
1415,"Magasin de pierres naturelles",magasin-de-pierres-naturelles,,,,,
1416,"Vente et installation de menuiseries sur mesure",vente-et-installation-de-menuiseries-sur-mesure,,,,,
1417,"rénovation énergétique",renovation-energetique,,,,,
1418,"Développeur WooCommerce / SEO",developpeur-woocommerce-seo,,,,,
1420,"Décoration artisanale et design d’intérieur",decoration-artisanale-et-design-dinterieur,,,,,
1421,Lille,lille-developpeur-woocommerce-2,,,,,
1423,"Décoration et design durable",decoration-et-design-durable,,,,,
1424,"Lille/ Wambrechies",lille-wambrechies,,,,,
1426,"Photographe de famille / Photobooth",photographe-de-famille-photobooth,,,,,
1427,"Centre de formation professionnelle",centre-de-formation-professionnelle,,,,,
1428,Lille,lille-centre-de-formation-professionnelle,,,,,
1429,Paris,paris-vente-de-sneakers-2,,,,,
1430,"Vente de sneakers",vente-de-sneakers,,,,,
1431,Paris,paris-vente-et-fabrication-de-bijoux,,,,,
1432,"Vente et fabrication de bijoux",vente-et-fabrication-de-bijoux,,,,,
1433,"Décoration et articles scandinaves",decoration-et-articles-scandinaves,,,,,
1435,"Artisan plombier",artisan-plombier,,,,,
1436,"Coach de vie &amp; coach nutrition",coach-de-vie-coach-nutrition,,,,,
1437,Lille,lille-spa-praticien-independant-2,,,,,
1438,"Spa praticien (indépendant)",spa-praticien-independant,,,,,
1439,"Décoration textile et accessoires zéro déchet",decoration-textile-et-accessoires-zero-dechet,,,,,
1441,"Coiffeur à domicile / Boutique lissage",coiffeur-a-domicile-boutique-lissage,,,,,
1442,Lille,lille-coiffeur-a-domicile-boutique-lissage-2,,,,,
1443,"Infirmière libérale",infirmiere-liberale,,,,,
1444,"Solutions de rangement et décoration intérieure",solutions-de-rangement-et-decoration-interieure,,,,,
1445,Paris,paris-conception-et-vente-de-bijoux-2,,,,,
1446,"Mobilier et décoration artisanale",mobilier-et-decoration-artisanale,,,,,
1448,"Panneaux décoratifs personnalisés",panneaux-decoratifs-personnalises,,,,,
1450,"Décoration et ameublement en ligne",decoration-et-ameublement-en-ligne,,,,,
1451,"boissons et tabacs",boissons-et-tabacs,,,,,
1453,Ézanville,ezanville-technicien-domotique,,,,,
1455,"Technicien domotique",technicien-domotique,,,,,
1456,Architecte,architecte,,,,,
1457,Grisolles,grisolles-architecte,,,,,
1459,"Services de conciergerie pour les locations",services-de-conciergerie-pour-les-locations,,,,,
1460,"Formations des loueurs et des conciergeries",formations-des-loueurs-et-des-conciergeries,,,,,
1461,"La Roche-sur-Yon",la-roche-sur-yon-architecte,,,,,
1463,"Formation en investissement immobilier",formation-en-investissement-immobilier,,,,,
1464,Immobilier,immobilier,,,,,
1465,"Accompagnement investissements immobilier",accompagnement-investissements-immobilier,,,,,
1466,Lille,lille-architecte,,,,,
1467,"Diagnostics immobiliers",diagnostics-immobiliers,,,,,
1468,Baho,baho,,,,,
1471,"Appel d'Offres à Madagascar",appel-doffres-a-madagascar,,,,,
1472,"Couverture et rénovation",couverture-et-renovation,,,,,
1473,Paris,paris-agence-immobiliere,,,,,
1474,"Artisanat d'art",artisanat-dart-2,,,,,
1475,Paris,paris-artisanat-dart-2-2,,,,,
1477,"Magasin de vêtements pour bébé",magasin-de-vetements-pour-bebe,,,,,
1478,"Elevage et vente de chiots de différentes races",elevage-et-vente-de-chiots-de-differentes-races,,,,,
1480,Lyon,lyon-maconnerie,,,,,
1481,Maçonnerie,maconnerie,,,,,
1483,Horlogerie,horlogerie,,,,,
1484,"Magasin de cigarettes",magasin-de-cigarettes,,,,,
1486,Paris,paris-photographe-2,,,,,
1487,Paris,paris-vente-de-montre-2,,,,,
1488,"vente de montre",vente-de-montre,,,,,
1489,Assureurs,assureurs,,,,,
1490,"Finance – Banque – Assurance",finance-banque-assurance,,,,,
1491,"Magasin de chaussures",magasin-de-chaussures,,,,,
1492,"Boutique de santé et de beauté",boutique-de-sante-et-de-beaute,,,,,
1493,"Magasin de vêtements pour hommes",magasin-de-vetements-pour-hommes,,,,,
1494,"Conseil pour dirigeants de TPE et PME",conseil-pour-dirigeants-de-tpe-et-pme,,,,,
1495,Toufflers,toufflers,,,,,
1497,Paris,paris-horlogerie-2,,,,,
1498,"Bijouterie fantaisie",bijouterie-fantaisie,,,,,
1502,"Création artisanale de bijoux",creation-artisanale-de-bijoux,,,,,
1503,Paris,paris-creation-artisanale-de-bijoux-2,,,,,
1504,"Banque alimentaire",banque-alimentaire,,,,,
1505,"Création étagères bois",creation-etageres-bois,,,,,
1508,"Magasin de design et de décor intérieur",magasin-de-design-et-de-decor-interieur,,,,,
1509,"Magasin de lunettes de soleil",magasin-de-lunettes-de-soleil,,,,,
1511,Mielerie,mielerie,,,,,
1513,"Constructeur de maisons et chalets en bois",constructeur-de-maisons-et-chalets-en-bois,,,,,
1515,"Pension pour chats",pension-pour-chats,,,,,
1518,Macquigny,macquigny,,,,,
1520,"Vente à distance sur catalogue général",vente-a-distance-sur-catalogue-general,,,,,
1522,"Fournisseur de bois de chauffage",fournisseur-de-bois-de-chauffage,,,,,
1525,"Livraison de viande et produits frais à domicile",livraison-de-viande-et-produits-frais-a-domicile,,,,,
1526,Quesnoy-Sur-Deule,quesnoy-sur-deule,,,,,
1528,"rachat et conseil sur les vehicules",rachat-et-conseil-sur-les-vehicules,,,,,
1529,"vente d’article de sport",vente-darticle-de-sport,,,,,
1530,Paris,paris-vente-daccessoires-2,,,,,
1531,"vente d’accessoires",vente-daccessoires,,,,,
1533,"commerce de detail alimentaire",commerce-de-detail-alimentaire,,,,,
1534,Rivières,rivieres,,,,,
1537,"Travaux de canalisation et d’assainissement",travaux-de-canalisation-et-dassainissement,,,,,
1538,Achicourt,achicourt,,,,,
1541,"Déménageur professionnel et transporteur de biens",demenageur-professionnel-et-transporteur-de-biens,,,,,
1543,Fleuriste,fleuriste,,,,,
1544,"Création de luminaires vintage",creation-de-luminaires-vintage,,,,,
1546,"Fabrication de toilettes sèches",fabrication-de-toilettes-seches,,,,,
1547,Pressing-Blanchisserie,pressing-blanchisserie,,,,,
1548,"Vente d’outils de sculpture et ébénisterie",vente-doutils-de-sculpture-et-ebenisterie,,,,,
1550,"Topographe indépendant",topographe-independant,,,,,
1551,"Énergies renouvelables",energies-renouvelables-3,,,,,
1552,"Expertise bâtiment",expertise-batiment,,,,,
1553,"Expertise en bâtiment",expertise-en-batiment,,,,,
1554,"Entreprise de désinsectisation",entreprise-de-desinsectisation,,,,,
1555,"Création d’objets décoratifs",creation-dobjets-decoratifs,,,,,
1556,"Constructeur de terrasses",constructeur-de-terrasses,,,,,
1557,"Coaching personnel et accompagnement professionne",coaching-personnel-et-accompagnement-professionne,,,,,
1558,"Plateforme d’accompagnement carrière et reconversion professionnelle",plateforme-daccompagnement-carriere-et-reconversion-professionnelle,,,,,
1559,"Application de gestion numérique et automatisation des tâches",application-de-gestion-numerique-et-automatisation-des-taches,,,,,
1560,"Conception et fabrication d’emballages personnalisés haut de gamme",conception-et-fabrication-demballages-personnalises-haut-de-gamme,,,,,
1561,"Conseil en stratégie digitale et communication de marque",conseil-en-strategie-digitale-et-communication-de-marque,,,,,
1562,"Accompagnement à la création d’entreprise et auto-entrepreneur",accompagnement-a-la-creation-dentreprise-et-auto-entrepreneur,,,,,
1563,"Conseil en gestion de patrimoine et courtage en assurances",conseil-en-gestion-de-patrimoine-et-courtage-en-assurances,,,,,
1564,"développement personnel",developpement-personnel,,,,,
1565,"Coaching et accompagnement pour l’arrêt du tabac et le développement personnel",coaching-et-accompagnement-pour-larret-du-tabac-et-le-developpement-personnel,,,,,
1566,Paris,paris-coaching-et-accompagnement-pour-larret-du-tabac-et-le-developpement-personnel-2,,,,,
1567,"et formation",et-formation,,,,,
1568,Annecy,annecy,,,,,
1570,E-commerce,e-commerce,,,,,
1571,"Graveur / Découpeur laser",graveur-decoupeur-laser,,,,,
1572,Lomme,lomme,,,,,
1574,"Vente et distribution de machines de gravure et découpe Laser CO₂ et Fibre",vente-et-distribution-de-machines-de-gravure-et-decoupe-laser-co%e2%82%82-et-fibre,,,,,
1575,"Assises ergonomiques",assises-ergonomiques,,,,,
1576,"Création et fabrication sur mesure d'objets en alliage de zinc et en polymère thermoplastique",creation-et-fabrication-sur-mesure-dobjets-en-alliage-de-zinc-et-en-polymere-thermoplastique,,,,,
1577,"Création et refonte de sites internet",creation-et-refonte-de-sites-internet,,,,,
1578,Paris,paris-vente-en-ligne-de-robes-de-mariee-2,,,,,
1580,"Vente en ligne de robes de mariée",vente-en-ligne-de-robes-de-mariee,,,,,
1581,"Savonnerie artisanale bio",savonnerie-artisanale-bio,,,,,
1582,"fabrication et distribution d'électroniques Audio/Vidéo Home Cinéma et Hi-Fi Haut de Gamme",fabrication-et-distribution-delectroniques-audio-video-home-cinema-et-hi-fi-haut-de-gamme,,,,,
1583,"Création de sites web et d’applications",creation-de-sites-web-et-dapplications,,,,,
1585,Saint-Ouen-Sur-Seine,saint-ouen-sur-seine,,,,,
1586,"soins capillaires et services de barbier",soins-capillaires-et-services-de-barbier,,,,,
1587,Orgeval,orgeval,,,,,
1588,"Vente de bijoux",vente-de-bijoux,,,,,
1589,Lyon,lyon-renovation-facade-et-isolation-2,,,,,
1590,"Rénovation façade et isolation",renovation-facade-et-isolation,,,,,
1591,"Fourniture de services informatiques gérés (MSP) et solutions technologiques pour entreprises et organisations.",fourniture-de-services-informatiques-geres-msp-et-solutions-technologiques-pour-entreprises-et-organisations,,,,,
1592,"Travaux d’étanchéification et de lutte contre l’humidité",travaux-detancheification-et-de-lutte-contre-lhumidite,,,,,
1594,"Affrètement/Location) et gestion de superyachts à moteur et à voile",affretement-location-et-gestion-de-superyachts-a-moteur-et-a-voile,,,,,
1595,"Installation de panneaux solaires et solutions énergétiques durables",installation-de-panneaux-solaires-et-solutions-energetiques-durables,,,,,
1597,"Friandises artisanales",friandises-artisanales,,,,,
1598,"Friandises artisanales chien",friandises-artisanales-chien,,,,,
1599,"Fabrication artisanale de calissons d’Aix et confiseries provençales",fabrication-artisanale-de-calissons-daix-et-confiseries-provencales,,,,,
1600,"Accompagnement et Fabrication textile sur mesure",accompagnement-et-fabrication-textile-sur-mesure,,,,,
1601,Paris,paris-accompagnement-et-fabrication-textile-sur-mesure-2,,,,,
1602,"Formation et conseil professionnel",formation-et-conseil-professionnel,,,,,
1603,"Développement web",developpement-web,,,,,
1604,Saclay,saclay,,,,,
